"","Team","Season","AScore","Afgm","Afga","Afgm3","Afga3","Aftm","Afta","Adr","Aast","Astl","Ablk","Apf","Score"
"1",1104,2003,69.2857142857143,24.0357142857143,57.1785714285714,6.35714285714286,19.8571428571429,14.8571428571429,20.9285714285714,23.9285714285714,12.1071428571429,6.60714285714286,3.78571428571429,18.0357142857143,62
"2",1112,2003,85.2142857142857,30.3214285714286,65.7142857142857,7.03571428571429,20.0714285714286,17.5357142857143,25,27.6428571428571,17.6428571428571,8.46428571428571,4.21428571428571,17.75,80
"3",1113,2003,75.9655172413793,27.2068965517241,56.8965517241379,4,12.5862068965517,17.551724137931,26.2068965517241,23.3103448275862,15.551724137931,5.20689655172414,4.24137931034483,19.4137931034483,84
"4",1120,2003,70.1,25.7,54.7,5.63333333333333,16.3333333333333,13.0666666666667,19.7333333333333,22.5666666666667,13.4,8.03333333333333,4.96666666666667,16.3666666666667,65
"5",1122,2003,69.7037037037037,23.5555555555556,52.0740740740741,6,17.1851851851852,16.5925925925926,24,24.2222222222222,13.4074074074074,7.03703703703704,4.66666666666667,18.6666666666667,64
"6",1139,2003,68.5862068965517,24.0689655172414,50.6551724137931,8.48275862068965,21.8620689655172,11.9655172413793,16.551724137931,20.3793103448276,12.9655172413793,6.3448275862069,1.86206896551724,16.0689655172414,47
"7",1140,2003,72.4516129032258,24.0322580645161,51.258064516129,6.19354838709677,16.1290322580645,18.1935483870968,24.1612903225806,24.4193548387097,13.4193548387097,6.93548387096774,2.51612903225806,21.4193548387097,53
"8",1141,2003,79.3448275862069,26.6206896551724,52.6896551724138,6.82758620689655,17.9310344827586,19.2758620689655,25.1724137931034,23.2758620689655,15.6206896551724,7.10344827586207,4,20.9655172413793,79
"9",1143,2003,74.4827586206897,27.3448275862069,58.7241379310345,6.41379310344828,17.0344827586207,13.3793103448276,19.5172413793103,24.3793103448276,16,6.55172413793103,2.79310344827586,17.1034482758621,76
"10",1153,2003,67.3214285714286,22.8928571428571,56.6785714285714,6.67857142857143,19.5,14.8571428571429,21.5357142857143,23.3928571428571,12.2857142857143,5.17857142857143,4.25,18.9642857142857,69
"11",1160,2003,75.5161290322581,27.1935483870968,61.3225806451613,4.96774193548387,15.258064516129,16.1612903225806,23.9354838709677,27.9677419354839,13.3870967741935,6.12903225806452,6.64516129032258,17.7096774193548,64
"12",1161,2003,74,26.4,52.1,4.2,11.5666666666667,17,24.2666666666667,23.4666666666667,15.5,5.33333333333333,4.23333333333333,20.5666666666667,57
"13",1163,2003,80.0333333333333,29.5333333333333,62.2,6.06666666666667,15.7,14.9,22.1,27.9,15.6333333333333,5.93333333333333,7.73333333333333,18.4,58
"14",1166,2003,79.2424242424242,28.6969696969697,57.4545454545455,7.96969696969697,20.4848484848485,13.8787878787879,20.030303030303,23.1818181818182,16.8181818181818,8.39393939393939,4.45454545454545,17.2727272727273,73
"15",1173,2003,72.7931034482759,24.4827586206897,54.2068965517241,7.51724137931035,20.8620689655172,16.3103448275862,22.7931034482759,23.1724137931034,15.2068965517241,5.37931034482759,2.93103448275862,17.5862068965517,71
"16",1181,2003,81.9666666666667,27.3666666666667,60.3333333333333,7.33333333333333,20.6,19.9,28.0666666666667,23.1,13.8333333333333,8.5,5.13333333333333,21.2666666666667,67
"17",1190,2003,79.7037037037037,28.0740740740741,61.4074074074074,5.22222222222222,15.1851851851852,18.3333333333333,24.8148148148148,24.037037037037,14.037037037037,10.7037037037037,5.25925925925926,19.5185185185185,73
"18",1196,2003,75.9032258064516,26.9354838709677,56.5161290322581,8.67741935483871,22.1290322580645,13.3548387096774,18.9354838709677,24.258064516129,16.4193548387097,7.7741935483871,4.09677419354839,16.9032258064516,85
"19",1211,2003,77.0645161290323,26.0645161290323,55.4516129032258,7.16129032258065,19.0645161290323,17.7741935483871,24.6451612903226,25.3225806451613,15.741935483871,6.80645161290323,3.51612903225806,18.6451612903226,74
"20",1221,2003,69.3448275862069,24.2068965517241,52.7241379310345,5.31034482758621,14.7586206896552,15.6206896551724,22.1379310344828,24.3103448275862,15.4137931034483,7.96551724137931,4.48275862068965,18.3793103448276,68
"21",1228,2003,75.4333333333333,27.1,55.8,7.43333333333333,20.1666666666667,13.8,19.1,25.4,18.2666666666667,7,3.1,19.1333333333333,65
"22",1231,2003,70.53125,23.4375,54.9375,7.53125,21.625,16.125,22.625,25.625,13.8125,4.4375,5.34375,18.0625,67
"23",1237,2003,71.25,24.4375,53.9375,6.5,18.59375,15.875,22.625,20.90625,13.375,8.1875,1.8125,19.34375,64
"24",1242,2003,81.3333333333333,30.2333333333333,62.3,4.8,14.1333333333333,16.0666666666667,24.1333333333333,26.9,16.7333333333333,10.1333333333333,4.9,16.7,64
"25",1246,2003,77.53125,28.46875,58.40625,5.90625,16.59375,14.6875,20.78125,24.15625,16.1875,7.8125,5.09375,17.375,95
"26",1257,2003,81.8333333333333,27.9666666666667,60.8333333333333,8.43333333333333,23.4,17.4666666666667,25.1,25.1,16.6,7.2,4.73333333333333,22.6666666666667,86
"27",1261,2003,73.2258064516129,26.8064516129032,55.0645161290323,6.74193548387097,17.5806451612903,12.8709677419355,19.8709677419355,24.5161290322581,16.3870967741935,8,4.16129032258065,16.3548387096774,56
"28",1264,2003,76.1724137931034,25.9310344827586,57.551724137931,5.51724137931035,15.8275862068966,18.7931034482759,23.8965517241379,23.3103448275862,13.8620689655172,9.17241379310345,3.89655172413793,21.9310344827586,65
"29",1266,2003,78.3928571428571,27.2142857142857,56.25,5.78571428571429,15.25,18.1785714285714,23.6071428571429,24.0714285714286,16.3214285714286,6,3.64285714285714,18.6428571428571,72
"30",1268,2003,80.7857142857143,29.4285714285714,63.3571428571429,6.75,16.9642857142857,15.1785714285714,21.5714285714286,26.75,18.8928571428571,10.8928571428571,6.60714285714286,19,75
"31",1272,2003,74.5172413793103,26.2758620689655,60,7,20.0689655172414,14.9655172413793,22.8965517241379,25.9655172413793,16.6206896551724,7.37931034482759,5.06896551724138,18.7586206896552,71
"32",1277,2003,67.2258064516129,23.0322580645161,51.0967741935484,4.90322580645161,13.3870967741935,16.258064516129,22.1290322580645,24.258064516129,13.6129032258065,6.38709677419355,3.70967741935484,20.0322580645161,79
"33",1280,2003,70.1666666666667,26.3333333333333,55.8,5.56666666666667,16.2,11.9333333333333,17.6333333333333,24.6,14.5,8.73333333333333,3.73333333333333,15.9,46
"34",1281,2003,71.7741935483871,26.1612903225806,59.1935483870968,7.48387096774194,20.9677419354839,11.9677419354839,18.1612903225806,25.9032258064516,13.741935483871,5.70967741935484,4.32258064516129,16.8709677419355,72
"35",1301,2003,72.4,24.3333333333333,53.3333333333333,7.96666666666667,22.5,15.7666666666667,20.4666666666667,22.0333333333333,14.6666666666667,7.76666666666667,3.06666666666667,18.6666666666667,74
"36",1323,2003,80.0967741935484,27.2258064516129,60.6774193548387,8.29032258064516,21.7741935483871,17.3548387096774,22.8387096774194,26.8709677419355,16.9032258064516,7.45161290322581,5.64516129032258,16.2258064516129,70
"37",1328,2003,71.1666666666667,25.2666666666667,56.5333333333333,7.46666666666667,18.9666666666667,13.1666666666667,18.6,24.9666666666667,14.1666666666667,6.93333333333333,3.76666666666667,18.6,71
"38",1329,2003,68.7241379310345,24.6551724137931,55.4137931034483,4.86206896551724,12.9655172413793,14.551724137931,22.3448275862069,24.0689655172414,12.2413793103448,8.79310344827586,5.58620689655172,20.1379310344828,77
"39",1332,2003,82.21875,28.59375,62,9,23,16.03125,20.65625,24.5,17.46875,8.03125,2.78125,20.9375,58
"40",1335,2003,70.1851851851852,24,51.5185185185185,9,21.8518518518519,13.1851851851852,18.7777777777778,24.1851851851852,14.8518518518519,7.18518518518519,2.14814814814815,17.7777777777778,63
"41",1338,2003,74.6,26.8666666666667,53.5,6.36666666666667,17.7666666666667,14.5,22.8,25.3666666666667,17.7666666666667,8.06666666666667,4.1,17.9666666666667,87
"42",1345,2003,71.75,23.75,54.3928571428571,5.10714285714286,15.5,19.1428571428571,25.5,23.4642857142857,12.25,7.17857142857143,2.92857142857143,19.8214285714286,80
"43",1354,2003,72.8,24.8,54.3666666666667,5.16666666666667,15.4666666666667,18.0333333333333,25.8,24.2666666666667,10.2666666666667,8,2.9,20.7333333333333,54
"44",1356,2003,74.5333333333333,27.3666666666667,57.8666666666667,6.1,15.8333333333333,13.7,19.4,22.4666666666667,13.5666666666667,7.96666666666667,3.2,19.3333333333333,71
"45",1358,2003,71.7777777777778,24.2962962962963,53.3703703703704,6.48148148148148,18.0740740740741,16.7037037037037,23.5185185185185,25.962962962963,15.5925925925926,7.81481481481481,5.59259259259259,19.5925925925926,55
"46",1360,2003,74.6785714285714,25.2142857142857,53.5357142857143,6.92857142857143,18.0357142857143,17.3214285714286,26.3214285714286,26.3571428571429,16.3928571428571,5.39285714285714,3.42857142857143,20.1428571428571,69
"47",1386,2003,70.6206896551724,24.2413793103448,54.4137931034483,8.03448275862069,21.8620689655172,14.1034482758621,20.6551724137931,24.1379310344828,14,7.20689655172414,5.55172413793103,18.7586206896552,63
"48",1390,2003,72.258064516129,25.6451612903226,58.0322580645161,6.93548387096774,19.3870967741935,14.0322580645161,20.7741935483871,25.1290322580645,14.6451612903226,5.51612903225806,3.35483870967742,18.5161290322581,77
"49",1393,2003,80.1034482758621,29.2413793103448,62.2068965517241,5.24137931034483,15.8620689655172,16.3793103448276,23.6206896551724,26.8965517241379,14.9655172413793,8.31034482758621,7.27586206896552,16.5862068965517,76
"50",1400,2003,78.8571428571429,28,62.4285714285714,5.85714285714286,16.7857142857143,17,23.7857142857143,26.1428571428571,14.5,6.39285714285714,3.85714285714286,20.3571428571429,82
"51",1407,2003,79.3666666666667,28.2333333333333,65.3333333333333,9.46666666666667,28.3333333333333,13.4333333333333,19.5333333333333,24.7,15.0666666666667,9.53333333333333,5.2,16.6,59
"52",1409,2003,73.5161290322581,26.3870967741935,57.0322580645161,6.64516129032258,18.3225806451613,14.0967741935484,19.3870967741935,25.8064516129032,14.7741935483871,7.58064516129032,5,17.3225806451613,84
"53",1411,2003,72.8,24.7333333333333,55.2666666666667,5.93333333333333,18.5,17.4,28.0666666666667,24.8,14.2,6.43333333333333,2.23333333333333,18.3,84
"54",1421,2003,71.2068965517241,24.3793103448276,56.7931034482759,6.48275862068965,18,15.9655172413793,20.9310344827586,23.1724137931034,13.0344827586207,7.06896551724138,3,19.1034482758621,92
"55",1423,2003,71.3666666666667,26.0333333333333,56.4,6.76666666666667,18.4,12.5333333333333,18.2,23.1333333333333,14.6666666666667,9.2,1.9,18.4333333333333,73
"56",1428,2003,66.7333333333333,23.1666666666667,50.7333333333333,7.16666666666667,18.7666666666667,13.2333333333333,18.8,23.2,13.2,4.66666666666667,3.76666666666667,20.1,60
"57",1429,2003,65.9666666666667,23.7,51.9333333333333,4.03333333333333,12.1333333333333,14.5333333333333,20.2333333333333,22.3666666666667,13.9,5.06666666666667,2,16.1,61
"58",1436,2003,67.7931034482759,24.8275862068966,55.8620689655172,5.27586206896552,15.4827586206897,12.8620689655172,19.551724137931,25.7241379310345,14.2068965517241,6.86206896551724,2.96551724137931,15.8965517241379,51
"59",1443,2003,73.0967741935484,25.7096774193548,55.9032258064516,7.70967741935484,21.0322580645161,13.9677419354839,21.0967741935484,23.258064516129,14.1935483870968,7.06451612903226,3.54838709677419,18.4516129032258,60
"60",1447,2003,75.5483870967742,27.2258064516129,57.6774193548387,7.03225806451613,18.3225806451613,14.0645161290323,19.2903225806452,22.3548387096774,16.0967741935484,7.51612903225806,2.80645161290323,17.5806451612903,61
"61",1448,2003,78.4137931034483,26.1379310344828,57.2413793103448,6.10344827586207,17.7241379310345,20.0344827586207,26.6206896551724,26.9310344827586,14.5862068965517,6.41379310344828,4.37931034482759,18.4827586206897,76
"62",1451,2003,74.2068965517241,24.6206896551724,52.8620689655172,6.10344827586207,18.2068965517241,18.8620689655172,25.6896551724138,22.7586206896552,14.2758620689655,6.75862068965517,0.655172413793103,18.8620689655172,74
"63",1454,2003,77.1,27.2666666666667,57.6333333333333,7.76666666666667,21.8,14.8,21.4333333333333,23,17.1,8.8,3.6,20.1333333333333,69
"64",1458,2003,70.7241379310345,25.0344827586207,53.8965517241379,6.24137931034483,17.3793103448276,14.4137931034483,19.448275862069,22.551724137931,13.3103448275862,6.96551724137931,2.82758620689655,14.8275862068966,81
"65",1462,2003,78.2333333333333,26.8,59.2,6.43333333333333,17.7666666666667,18.2,24.3666666666667,25.5,16.4,5.46666666666667,3.03333333333333,15.7666666666667,71
"66",1102,2004,60.1785714285714,20.2857142857143,42.0357142857143,8.46428571428571,22.2142857142857,11.1428571428571,15.7142857142857,15.3571428571429,13.25,7.78571428571429,2.35714285714286,16.6428571428571,52
"67",1104,2004,72.2068965517241,24.8965517241379,55,7.13793103448276,18.6206896551724,15.2758620689655,21.8620689655172,24,11.8620689655172,6.44827586206897,3.10344827586207,18.3448275862069,65
"68",1106,2004,61.4333333333333,20.5666666666667,48.7333333333333,5.53333333333333,16.5666666666667,14.7666666666667,22.4666666666667,22.7666666666667,10.2666666666667,7.06666666666667,3.13333333333333,18.7,61
"69",1112,2004,87.5172413793103,31.5172413793103,65,7.37931034482759,19.2068965517241,17.1034482758621,21.7586206896552,25.6896551724138,18.8965517241379,6.96551724137931,4.55172413793103,16.0689655172414,76
"70",1130,2004,68.75,24.25,53.46875,3.75,11.75,16.5,24.3125,23.71875,15.90625,7.03125,3.03125,15.90625,58
"71",1140,2004,72.1851851851852,25.1851851851852,51.7407407407407,5.37037037037037,15.5555555555556,16.4444444444444,22.5555555555556,23.4444444444444,14.6666666666667,7.18518518518519,3.25925925925926,19.1111111111111,75
